UserScreenName,UserName,Timestamp,Text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
FRANCISCO VICTORIA,@mewatsoncrikc,2021-01-20T19:39:23.000Z,"Replying to 
@TwitterMexico#TwitterEsPanista",,,,,['https://pbs.twimg.com/media/EsMwgEiXUAEHRWc?format=jpg&name=medium'],https://twitter.com/mewatsoncrikc/status/1351977643504259072
FRANCISCO VICTORIA,@mewatsoncrikc,2021-01-20T19:34:17.000Z,"Replying to 
@joecorvette67
 @SantHipolito
 and 
@revistapolemon#TwitterEsPanista",,1,2,2,['https://pbs.twimg.com/media/EsMvVhAXUAIwye3?format=jpg&name=medium'],https://twitter.com/mewatsoncrikc/status/1351976362534457352
octavio silva,@octaviosilva2,2021-01-21T23:59:46.000Z,Y no me importa #TwitterEsPanista,,,,,[],https://twitter.com/octaviosilva2/status/1352405557806825473
Marcos Jared,@usarnamejared,2021-01-21T23:59:41.000Z,Ups #TwitterEsPanista,,,1,1,[],https://twitter.com/usarnamejared/status/1352405539544834049
Vernova,@VernovaN,2021-01-21T23:59:37.000Z,#TwitterEsPanista,🎻 🎼 🏛 📚 📔 📙 📖 📓 📒,,1,1,[],https://twitter.com/VernovaN/status/1352405522645975053
"Elena Bodoque de Apatzingán, Mich.",@ElenaMendozsaa,2021-01-21T23:59:32.000Z,"Van, manipulan una noticia o declaración...o mienten de forma descarada, todos, en un nado sincronizado perfecto. Luego, se aclara, los desmienten y callan como momias...listos para seguir mintiendo. 
Así es la #OposicionMoralmenteDerrotada 
#TwitterEsPanista",,,,2,[],https://twitter.com/ElenaMendozsaa/status/1352405501687042050
Anti-DERECHISTAS,@ADerechistas,2021-01-21T23:59:20.000Z,"#TwitterEsPanista jajajaj como les esta ardiendo esa tendencia, ese hastag va llegar hasta el culo de los democratas que le hicieron f.rraude a t.ruupm jajajajajaj",,,,,[],https://twitter.com/ADerechistas/status/1352405449602002945
Maggie Lee,@BarbaraAl67,2021-01-21T23:59:19.000Z,"#TwitterEsPanistaQuote Tweet
Nacho Rodriguez (El Chapucero)
@NachoRgz
 · Jan 21
Ya borraron el HT #TwitterEsPanista plop",,,,,['https://pbs.twimg.com/profile_images/854045367356149760/_Jek25GK_normal.jpg'],https://twitter.com/BarbaraAl67/status/1352405447882362880
Amlover#75,@mefromRA,2021-01-21T23:59:16.000Z,Dicen que si usas el tag #TwitterEsPanista un tal Hugo te cierra la cuenta. Vamos a ver qué tanta libertad de expresión hay en esta red social.,,,,,[],https://twitter.com/mefromRA/status/1352405433156251654
Moisés Torres López,@psic_moises,2021-01-21T23:58:58.000Z,"Es evidente es sesgo político que existe en 
@TwitterMexico
.  Resulta preocupante que dejen pasar las agresiones provenientes de la derecha y censuren sin mayor preocupación a a personajes de izquierda. #TwitterEsPanistaQuote Tweet
Rafael Barajas
@fisgonmonero
 · Jan 21
Dejan pasar legiones de bots agresivos, pero tiran la cuenta de la inteligente @Miriam_Junne. 
Mi cariño y solidaridad con ella.

Twitter creció porque ayudó a eludir la censura de los consorcios mediáticos. 
¿Quiere ser ahora un consorcio que censura?
#TwitterEsPanista",,,1,1,['https://pbs.twimg.com/profile_images/795746953569140736/FxpiMmqL_normal.jpg'],https://twitter.com/psic_moises/status/1352405358082457604
"dvd pulg
/
/",@dvdpulg,2021-01-21T23:58:38.000Z,"Esta cabron lo que #TwitterEsPanista #TwitterMexico está realizando 
@Miriam_Junne",🤝,,2,4,['https://pbs.twimg.com/media/EsS1bVXVEAEcEYV?format=jpg&name=large'],https://twitter.com/dvdpulg/status/1352405275043524609
Matias,@MatiasDuChamp,2021-01-21T23:58:36.000Z,#TwitterEsPanista está coptado por borolas.,,,,1,[],https://twitter.com/MatiasDuChamp/status/1352405265107333122
Mahsati ☭,@ClaoCarlet,2021-01-21T23:58:36.000Z,"Replying to 
@30jr39Así es.
#TwitterEsPanista",🌒 🌓 🌔 🌕 🌖 🌗 🌘 🌙,2,25,49,['https://pbs.twimg.com/media/EsS1a7gW8AYKUTA?format=jpg&name=medium'],https://twitter.com/ClaoCarlet/status/1352405264809553921
Denver Lopez,@Milanmikky,2021-01-21T23:58:36.000Z,"Si lo sabe 
@HugoRodriguezN
 
Que lo sepa todo México 
#TwitterEsPanista 

Que inche asco",Ⓜ,,9,7,[],https://twitter.com/Milanmikky/status/1352405264046190593
Lorena Salazar,@LorenaS70621343,2021-01-21T23:58:27.000Z,"#TwitterEsPanistaQuote Tweet
Revolución 3.0
@Revolucion3_0
 · Jan 21
Tuitero denuncia que la red social favorece a derechistas cercanos a Calderón; minutos más tarde es suspendido http://ow.ly/Asrj30rtErr",,,,1,['https://pbs.twimg.com/profile_images/1318660506111168513/kf0Sjvdi_normal.jpg'],https://twitter.com/LorenaS70621343/status/1352405228956626947
paola gomez,@piolis0007,2021-01-21T23:58:23.000Z,"Replying to 
@CaniBasutHasta el color azul...
#TwitterEsPanista",,,3,3,[],https://twitter.com/piolis0007/status/1352405210426183682
Pamela #UsaCubrebocas tápate BOCA Y NARIZ,@PamelaCDMX,2021-01-21T23:58:22.000Z,"#TwitterEsPanista ¡Que buena noticia! Más gente trabajadora, inteligente y que sólo busca el bien de otros.",,3,3,12,[],https://twitter.com/PamelaCDMX/status/1352405208656195584
Ulises Trieste,@Biologictime,2021-01-21T23:58:20.000Z,#TwitterEsPanista,,1,,,[],https://twitter.com/Biologictime/status/1352405199487434755
Alexis Daniel,@SocialDmocrata_,2021-01-21T23:58:06.000Z,"Legisladores pro 4T, espero que presenten una iniciativa que ayude a regularizar las redes sociales en este país, así ya no puedan influir de manera sesgada en la opinión pública 
 #TwitterEsPanista",,4,15,28,[],https://twitter.com/SocialDmocrata_/status/1352405140708470784
𝗝𝘂𝗮𝗻𝗶𝘁𝗼 𝗙𝗮𝗿𝗶𝗮𝘀,@FalacioDeHierro,2021-01-21T23:58:02.000Z,"Hace falta ser muy pndejo y tener nula autoestima para quejarse de Twitter y seguir aquí.

#TwitterEsPanista",,,,1,[],https://twitter.com/FalacioDeHierro/status/1352405122710556672
Marcos Jared,@usarnamejared,2021-01-21T23:58:00.000Z,#TwitterEsPanista,,,,,[],https://twitter.com/usarnamejared/status/1352405112979943424
Bandadorio,@Jbandadorio,2021-01-21T23:57:54.000Z,"#TwitterEsPanistaQuote Tweet
Luis Guillermo Hernández ©
@luisghernan
 · Jan 21
Las redes GRITAN

Estupendo cartón del Maestro @monerohernandez 
@TwitterMexico 
@TwitterLatAm",,,,,"['https://pbs.twimg.com/profile_images/1352415047864127488/DNuzLGUI_normal.jpg', 'https://pbs.twimg.com/media/EsStHHZVkAAXptg?format=jpg&name=medium']",https://twitter.com/Jbandadorio/status/1352405089072386051
freddy cruz,@freddyny66,2021-01-21T23:57:49.000Z,"#TwitterEsPanistaQuote Tweet
Sin Censura
@_VicenteSerrano
 · Jan 21
¿La cuenta de @LOVREGA también? ¡Válgame Dios! Por favor, revisen estos casos @TwitterLatAm @TwitterMexico.",,,,,"['https://pbs.twimg.com/profile_images/1326298158515724288/XXvnojh__normal.jpg', 'https://pbs.twimg.com/media/EsSaylqU0AAlXvt?format=jpg&name=medium']",https://twitter.com/freddyny66/status/1352405069782777856
Fifidonio Lalovich,@CoMpoWiRe,2021-01-21T23:57:48.000Z,"Chairos: Cabecita de algodón, hemos perdido la guerra en Twitter.

#ElCacasObrador:  Oye Chucho, no je te ocurre alguna manera de jenjurarlo?
@LOVREGA
: Claro jefecito, digamos que #TwitterEsPanista y hagamos una ley para eso, vea nomás a China y su Weibo, que chulada de control.",,,,,[],https://twitter.com/CoMpoWiRe/status/1352405064967712768
Simplemente Bombon #AMLO,@AssassainBombon,2021-01-21T23:57:39.000Z,"#TwitterEsPanista alguien lo duda??

#TwitterCensura BASTAAA!!!

VotoMasivoPorMorena2021 
#NiUnVotoAlPRIANPRDMC2021Quote Tweet
Revolución 3.0
@Revolucion3_0
 · Jan 21
Censura de Twitter escala y ahora suspenden perfiles de Miriam Junne y Vero Islas, defensoras de la 4T http://ow.ly/Yl4830rtEJa",,1,,1,['https://pbs.twimg.com/profile_images/1318660506111168513/kf0Sjvdi_normal.jpg'],https://twitter.com/AssassainBombon/status/1352405028775014401
Daniel Reyna,@DanyKuin,2021-01-21T23:57:09.000Z,"Me impresiona como la gente se deja envolver por la agenda que propone el presidente en sus conferencias, los maneja como títeres y dejan de reclamarle lo importante. Hoy le tocó el turno al tema de #TwitterEsPanista mañana a ver con que tontería nos sale",,,,,[],https://twitter.com/DanyKuin/status/1352404899196186625
Lorena Salazar,@LorenaS70621343,2021-01-21T23:57:01.000Z,"#TwitterEsPanistaQuote Tweet
Marsbéli Krónikák
@SmogMagica
 · Jan 21
La constatación de lo que AMLO denunció: tuiter es panista. Bajaron 3 cuentas obradoristas en menos de una hora. #MiriamJunne #ElReyTuitero #VeroIslas
Restituyan sus cuentas @TwitterMexico @lopezobrador_ @BeatrizGMuller @joseramonlopez @30jr39 
Difundan por favor. 
RT.",,,,,['https://pbs.twimg.com/profile_images/1352022386510618624/xe1ZMPkz_normal.jpg'],https://twitter.com/LorenaS70621343/status/1352404866153459714
Carlos,@Carlos52579767,2021-01-21T23:56:59.000Z,#TwitterEsPanista porque son así GIF,😑,,,,['https://pbs.twimg.com/tweet_video_thumb/EsS1CwnW8AAWrWK.jpg'],https://twitter.com/Carlos52579767/status/1352404857894920192
Paco Ribar,@pacoribar11,2021-01-21T23:56:57.000Z,"No es sorpresa, Twitter cada vez mas opaco, pero sugiero que a los expulsados se hagan una cuenta en http://vk.com, y no en Faceboock, al menos hacer una cuenta paralela #TwitterEsPanista",,,,,[],https://twitter.com/pacoribar11/status/1352404851091714053
José Luis Rodriguez Díaz de León,@Luis_diazdeleon,2021-01-21T23:56:57.000Z,"#TwitterEsPanista #RegresenA 
@Miriam_JunneQuote Tweet
Rafael Barajas
@fisgonmonero
 · Jan 21
Dejan pasar legiones de bots agresivos, pero tiran la cuenta de la inteligente @Miriam_Junne. 
Mi cariño y solidaridad con ella.

Twitter creció porque ayudó a eludir la censura de los consorcios mediáticos. 
¿Quiere ser ahora un consorcio que censura?
#TwitterEsPanista",,,23,16,['https://pbs.twimg.com/profile_images/795746953569140736/FxpiMmqL_normal.jpg'],https://twitter.com/Luis_diazdeleon/status/1352404849376321539
Domador de travecos,@PincheDislexia,2021-01-21T23:56:52.000Z,Se super sabe que #TwitterEsPanista,,,1,1,[],https://twitter.com/PincheDislexia/status/1352404829335912449
"Arturo
.",@J3SQu1n,2021-01-21T23:56:52.000Z,"#TwitterEsPanista
Oye 
@TwitterMexico
  cuál es tu pinche miedo por tener pluralidad de opiniones aquí . 
Necesitas las miles de bots de 
@AccionNacional
 para convertir esta red en una cloaca de odio y basura mediatica . 
#MoralmenteDerrotados",💪,,,,[],https://twitter.com/J3SQu1n/status/1352404829042319361
MorenaRegulaALasRedesSociales,@RegulaLas,2021-01-21T23:56:50.000Z,"Replying to 
@abrahamendieta
 and 
@TwitterMexicoExijan a Morena que legisle la operación de redes sociales en territorio nacional, no a Twitter que tenga ética.
#TwitterEsPanista",,,,,[],https://twitter.com/RegulaLas/status/1352404822184534016
Jesús De Veracruz T-800,@elxheo,2021-01-21T23:56:45.000Z,"La derecha: AMLO nos quiere censurar, no a la ce sura.
La misma derecha: censuremos cuentas de twitter porque no nos gusta como piensan.

#TwitterEsPanistaQuote Tweet
Luis Guillermo Hernández ©
@luisghernan
 · Jan 21
Escala conflicto en @TwitterMexico 

Suspenden cuentas de tuiteros proAMLO...

que retomaron cuestionamientos sobre @HugoRodriguezN 

@TwitterLatAm",,,,,"['https://pbs.twimg.com/profile_images/1352415047864127488/DNuzLGUI_normal.jpg', 'https://pbs.twimg.com/media/EsSc_mUUwAA7j_I?format=jpg&name=small', 'https://pbs.twimg.com/media/EsSc_mhVoAEH9Ti?format=jpg&name=small']",https://twitter.com/elxheo/status/1352404801275924481
freddy cruz,@freddyny66,2021-01-21T23:56:35.000Z,"#TwitterEsPanistaQuote Tweet
𝐕𝐞𝐫ó𝐧𝐢𝐜𝐚 𝐆𝐨𝐧𝐳á𝐥𝐞𝐳
@taller2006
 · Jan 21
ATENCIÓN 
Suspendieron a Junn y Rey Tuitero entre otros compañeros activistas poro AMLO.

Estamos ante un verdadero acoso del panista que dirige @TwitterMexico 

Ccp. @fisgonmonero @Navegaciones @NachoRgz @Edd_Campe @CitlaHM @r4dioamlo @EdySmol @m_ebrard @lopezobrador_
Show this thread",🚨 🚨,,,,"['https://pbs.twimg.com/profile_images/1274089281582174208/nbORDAyw_normal.jpg', 'https://pbs.twimg.com/media/EsSTc6jU4AMjW8z?format=png&name=small', 'https://pbs.twimg.com/media/EsSTht9U4AEGtzv?format=png&name=small']",https://twitter.com/freddyny66/status/1352404760289292290
BeL,@_BeL_Mx,2021-01-21T23:55:53.000Z,"@TwitterLatAm
 @TwitterSeguro
 @verified
 Urge que investiguen a los empleados que tienen dirigiendo Twitter México, están haciendo muy mal trabajo, censurando cuentas.

#TwitterEsPanista #TwitterCensuraGIF",,,,,['https://pbs.twimg.com/tweet_video_thumb/EsS0u-eXAAM72Ow.jpg'],https://twitter.com/_BeL_Mx/status/1352404584149483524
Sir Luis Le_ON,@LuisLe_ON,2021-01-21T23:55:46.000Z,"Replying to 
@NachoRgz@TwitterSeguro
 aquí te faltó otro al que necesitas borrarle la cuenta #TwitterEsPanista",🔴,,,1,[],https://twitter.com/LuisLe_ON/status/1352404552193089538
Alicio Di Stéfano,@Fco_Hertz,2021-01-21T23:55:45.000Z,"#TwitterEsPanista y sin embargo la chairiza piojosa sigue aquí.

Si tuvieran tantita dignidad se irían al rancho de su mesías, pelmazos. ",😂,,,,[],https://twitter.com/Fco_Hertz/status/1352404550183833601
Jimena,@libelulario,2021-01-21T23:55:44.000Z,Con el #TwitterEsPanista se me antojan unas conchas de chocolate mientras leo sus tweets. ,🤤,1,,6,[],https://twitter.com/libelulario/status/1352404545381363712
Compa Gerardo Acosta,@gerardoacostaf,2021-01-21T23:55:36.000Z,"Y con eñ ridículo intento de silenciarnos, los fachos obtendrán todo lo contrario... Que se escuche hasta que se queden sordos #TwitterEsPanista #twitterpanistaQuote Tweet
Nacho Rodriguez (El Chapucero)
@NachoRgz
 · Jan 21
Ya borraron el HT #TwitterEsPanista plop",,,1,1,['https://pbs.twimg.com/profile_images/854045367356149760/_Jek25GK_normal.jpg'],https://twitter.com/gerardoacostaf/status/1352404512208773121
Anita Valle Sánchez,@AnitaValle70,2021-01-21T23:55:34.000Z,"Inexplicable la suspensión de la cuenta de 
@Miriam_Junne
, 
@ElReyTuitero
  @TwitterMexico
 debe considerar estas acciones y como censura a las cuentas de izquierda, mientras a los de derecha, a pesar de insultos y mentiras, los sigue tolerando. #TwitterEsPanista 
#noalacensuraQuote Tweet
Luis Guillermo Hernández ©
@luisghernan
 · Jan 21
Escala conflicto en @TwitterMexico 

Suspenden cuentas de tuiteros proAMLO...

que retomaron cuestionamientos sobre @HugoRodriguezN 

@TwitterLatAm",,,7,5,"['https://pbs.twimg.com/profile_images/1352415047864127488/DNuzLGUI_normal.jpg', 'https://pbs.twimg.com/media/EsSc_mUUwAA7j_I?format=jpg&name=small', 'https://pbs.twimg.com/media/EsSc_mhVoAEH9Ti?format=jpg&name=small']",https://twitter.com/AnitaValle70/status/1352404503732117504
Jesús Ř,@UntalJ3sus,2021-01-21T23:55:30.000Z,#TwitterEsPanista Otra vez,✨ 🎉,,,2,[],https://twitter.com/UntalJ3sus/status/1352404486954700800
Mike Peñaflor,@MiguelPenaflor,2021-01-21T23:55:26.000Z,"Soy panista por amor a México. 
#TwitterEsPanista ",💙,,4,17,[],https://twitter.com/MiguelPenaflor/status/1352404470915866624
miguel marin,@thecruzmarin1,2021-01-21T23:55:19.000Z,"#TwitterEsPanista 
Pues con razón vetaron a DR jalife cuánto reto al narco traficantes de Felipe caldeRon solo por cantarle sus verdades  #borolas",,,,,[],https://twitter.com/thecruzmarin1/status/1352404440859488256
AAlthuss,@AAlthuss,2021-01-21T23:55:14.000Z,"Twitter fungió como una red social que facilitaba el intercambio de información al momento. Si 
@AccionNacional
 y 
@FelipeCalderon
 creen que adueñándose de ella con su empleado 
@HugoRodriguezN
 van a recuperar el poder, se equivocan. 
@TwitterMexico
 no es el país.

#TwitterEsPanista",,1,5,8,[],https://twitter.com/AAlthuss/status/1352404418797449216
Jorge Armando Rdz,@jorge_rdz_r,2021-01-21T23:55:12.000Z,"Oigan y si la red social de AMLO le pone de nombre el cenzontle 
 con eso que quiere copiar a Twitter #amlo #Twitter #TwitterEsPanista",🤣 🤣 🤣,,,,[],https://twitter.com/jorge_rdz_r/status/1352404412178698241
MorenaRegulaALasRedesSociales,@RegulaLas,2021-01-21T23:55:09.000Z,"Exijan a Morena que legisle la operación de redes sociales en territorio nacional, no a Twitter que tenga ética.
#TwitterEsPanista",,,,,[],https://twitter.com/RegulaLas/status/1352404397414699009
Donaldo A Miranda,@SolBlanquesino,2021-01-21T23:55:08.000Z,"Replying to 
@avieuLos chairos ahorita sueltan lágrimas con #TwitterEsPanista y Biden espurio xD",,,,,[],https://twitter.com/SolBlanquesino/status/1352404394151567366
Simplemente Bombon #AMLO,@AssassainBombon,2021-01-21T23:55:06.000Z,"#TwitterEsPanista 
Por eso VotoMasivoPorMorena2021 !!!
No a la Censura PRIANISTA de Tuiter!!

TwitterEsPanistaQuote Tweet
Luis Guillermo Hernández ©
@luisghernan
 · Jan 21
Saludos @TwitterMexico

Seguimos a la espera de respuesta a la solicitud de ENTREVISTA con @HugoRodriguezN
 
Día 2",,,3,2,"['https://pbs.twimg.com/media/EsS0n1hW4AMuuvF?format=jpg&name=900x900', 'https://pbs.twimg.com/profile_images/1352415047864127488/DNuzLGUI_normal.jpg']",https://twitter.com/AssassainBombon/status/1352404386614538247
Nayib.,@imnayibnava,2021-01-21T23:54:19.000Z,"Si #TwitterEsPanista, yo también. ",💙,2,,10,['https://pbs.twimg.com/media/EsS0cSeXUAYBTQV?format=jpg&name=medium'],https://twitter.com/imnayibnava/status/1352404188681134087
Doña Naborita,@BaduBadu2020,2021-01-21T23:54:17.000Z,"Replying to 
@taller2006Qie mitotera eres la netflix 
 #TwitterEsPanista",😂 😂,,,,[],https://twitter.com/BaduBadu2020/status/1352404179613052929
COPAL,@LexRojal,2021-01-21T23:54:12.000Z,"A este paso, 
@TwitterMexico
 sostendrá que todo aquel que tenga una cuenta es #panista.
#TwitterEsPanista",🔥 🌫,,1,1,[],https://twitter.com/LexRojal/status/1352404159576875012
Luz Vendetta Vera,@LuzVenVera,2021-01-21T23:54:05.000Z,Aquí esta uno de los encargados en Twitter pasemos a manifestar nuestro descontento con la plataforma eso si con respeto y argumentos    https://twitter.com/hugorodriguezn?s=21… #TwitterEsPanista,,,,,[],https://twitter.com/LuzVenVera/status/1352404127209435138
Silvia,@Silvia46030834,2021-01-21T23:54:03.000Z,"Aunque quieran decir que no
#TwitterEsPanistaQuote Tweet
CASEMIRO DE CERQUITA
@CCerquita
 · Jan 21
Pero claro que #TwitterEsPanista",,,1,1,['https://pbs.twimg.com/profile_images/1293380269114888192/tyUdSSZh_normal.jpg'],https://twitter.com/Silvia46030834/status/1352404122201247744
Lord Chairo.,@RoyDrake1978,2021-01-21T23:54:00.000Z,#TwitterEsPanista,,,,,[],https://twitter.com/RoyDrake1978/status/1352404106430865408
Anita Valle Sánchez,@AnitaValle70,2021-01-21T23:53:54.000Z,"Inexplicable la suspensión de la cuenta de 
@Miriam_Junne
, 
@TwitterMexico
 debe considerar estas acciones y como censura a las cuentas de izquierda, mientras a los de derecha, a pesar de insultos y mentiras, los sigue tolerando. #TwitterEsPanista 
#noalacensuraQuote Tweet
Rafael Barajas
@fisgonmonero
 · Jan 21
Dejan pasar legiones de bots agresivos, pero tiran la cuenta de la inteligente @Miriam_Junne. 
Mi cariño y solidaridad con ella.

Twitter creció porque ayudó a eludir la censura de los consorcios mediáticos. 
¿Quiere ser ahora un consorcio que censura?
#TwitterEsPanista",,,2,1,['https://pbs.twimg.com/profile_images/795746953569140736/FxpiMmqL_normal.jpg'],https://twitter.com/AnitaValle70/status/1352404084767207424
Caezar D,@d_caezar,2021-01-21T23:53:53.000Z,"Replying to 
@taller2006
 @fisgonmonero
 and 7 others#TwitterEsPanista",,,,,[],https://twitter.com/d_caezar/status/1352404080522571781
MORENA VOTO PAREJO,@MorenaVoto,2021-01-21T23:53:45.000Z,"#AMLO NUEVAMENTE TIENE RAZÓN #TwitterEsPanista

#AmloElMejorPresidenteDelMundo #MorenaLaEsperanzaDeMexico",🔻,,,1,['https://pbs.twimg.com/ext_tw_video_thumb/1352404038269227023/pu/img/KU_HsdlPZpLAF3oE.jpg'],https://twitter.com/MorenaVoto/status/1352404046150250501
Mike Peñaflor,@MiguelPenaflor,2021-01-21T23:53:39.000Z,"Ser panista es la mejor decisión que tomé en mi vida. 
#TwitterEsPanista ",💙,2,5,25,[],https://twitter.com/MiguelPenaflor/status/1352404020648882177
Juan Sebastian,@Juansebastianmx,2021-01-21T23:53:36.000Z,"Replying to 
@JulioViggiano#AntesDeQueTwitterMeCensure Que no se nos olvidé que el director de Twitter México ya anda haciendo activismo con el pan #TwitterEsPanista",,,,5,"['https://pbs.twimg.com/media/EsS0RdDXEAEuOr0?format=jpg&name=small', 'https://pbs.twimg.com/media/EsS0RqHXcAEkV88?format=jpg&name=small']",https://twitter.com/Juansebastianmx/status/1352404007692759047
Adan Narvaez,@keinproblemo,2021-01-21T23:53:29.000Z,"URGE ABRIR UN NUEVO FRENTE.  TWITTER ES DE TODAS FORMAS UNA MIERDA
#TwitterEsPanista",,,,,[],https://twitter.com/keinproblemo/status/1352403979683196928
CASEMIRO DE CERQUITA,@CCerquita,2021-01-21T23:53:26.000Z,Claro que si Hugo #TwitterEsPanista,,,,,[],https://twitter.com/CCerquita/status/1352403967209213953
iSMAEL gALINDO,@Ismael_g,2021-01-21T23:52:50.000Z,"#TwitterEsPanista ah, ya entendí.Quote Tweet
El Chairo de Chairos Comunista
@ChairoMexicano
 · Jan 21
Ya sabíamos que #TwitterEsPanista pero la suspensión de @miriam_junne y @LOVREGA es un descaro",,,,,"['https://pbs.twimg.com/profile_images/1305347782694170624/qxx0L-Uo_normal.jpg', 'https://pbs.twimg.com/media/EsSxgGUVkAAC-zo?format=jpg&name=medium']",https://twitter.com/Ismael_g/status/1352403813613723650
Alejandro Medina,@soyseptentrion,2021-01-21T23:52:30.000Z,"#TwitterEsPanistaQuote Tweet
Rafael Barajas
@fisgonmonero
 · Jan 21
Twitter-México declara que no tiene intenciones políticas, pero hoy suspende las cuentas (afines a la 4T) de @Miriam_Junne y @ElReyTuitero por cuestionar a @HugoRodriguezN.
¿Así quieren convencernos de que Twitter no tiene un sesgo filopanista?

¡Repongan esas cuentas YA!",,,,,['https://pbs.twimg.com/profile_images/795746953569140736/FxpiMmqL_normal.jpg'],https://twitter.com/soyseptentrion/status/1352403730830938113
MORENA VOTO PAREJO,@MorenaVoto,2021-01-21T23:52:29.000Z,#TwitterEsPanista Y BOROLAS PANAZIS DE SIEMPRE,🔻,,4,3,['https://pbs.twimg.com/ext_tw_video_thumb/1352403715723026437/pu/img/SyKkY5iDqCrmHTz7.jpg'],https://twitter.com/MorenaVoto/status/1352403724413628416
Deepblue,@zaratustra71,2021-01-21T23:52:16.000Z,"#TwitterEsPanista y 
@FelipeCalderon
 ya no es.
jjaja.  
Eso sí,  creo que si conserva su rasho laser.",,,,1,[],https://twitter.com/zaratustra71/status/1352403673805172739
Arturo Martí,@arturogm,2021-01-21T23:52:13.000Z,Con la llegada de Biden al poder llega a México una muestra de amistad: la censura. #TwitterEsPanista,,,,,[],https://twitter.com/arturogm/status/1352403657720016899
FELIPE ÁNGEL FIERRO P.,@FAFierroP,2021-01-21T23:52:08.000Z,"CÓMO NACEN LOS BOTS-Fisgón-
@LaJornada
 
@fisgonmonero
 
""Lo sospeché desde un principio"".
#TwitterEsPanista #twitterpanista 
@TwitterMexico
 
https://jornada.com.mx/2021/01/21/cartones/0…Quote Tweet
FELIPE ÁNGEL FIERRO P.
@FAFierroP
 · Jan 21
¿ES NEUTRAL @Twitter ?
 El presidente afirmó que el director de política pública de @TwitterMexico  y @TwitterLatAm , Hugo Rodríguez Nicolat, fue asesor de un senador panista y participó en el equipo de transición de Calderón en 2006.",,,5,4,"['https://pbs.twimg.com/media/EsSz3tdXMAUbPh2?format=png&name=small', 'https://pbs.twimg.com/profile_images/809798925850812416/o0XaGNRO_normal.jpg']",https://twitter.com/FAFierroP/status/1352403637994213377
Adrian BOT. 447262237,@Adrian02319454,2021-01-21T23:51:59.000Z,#TwitterEsPanista pinche red manipulada,,,1,1,[],https://twitter.com/Adrian02319454/status/1352403601864450049
iSMAEL gALINDO,@Ismael_g,2021-01-21T23:51:58.000Z,"#TwitterEsPanista ah, ya entendí.Quote Tweet
Rafael Barajas
@fisgonmonero
 · Jan 21
Dejan pasar legiones de bots agresivos, pero tiran la cuenta de la inteligente @Miriam_Junne. 
Mi cariño y solidaridad con ella.

Twitter creció porque ayudó a eludir la censura de los consorcios mediáticos. 
¿Quiere ser ahora un consorcio que censura?
#TwitterEsPanista",,,1,1,['https://pbs.twimg.com/profile_images/795746953569140736/FxpiMmqL_normal.jpg'],https://twitter.com/Ismael_g/status/1352403596835311616
Luz Vendetta Vera,@LuzVenVera,2021-01-21T23:51:55.000Z,"Tenemos que hacer que esta empresa deje de censurar las voces de izquierda , 
@RicardoAlemanMx
 a llamado a matar al presidente y aquí sigue como si nada que osa Twitter ? #TwitterEsPanista",,,,2,[],https://twitter.com/LuzVenVera/status/1352403581945708546
DaviidMx_,@DaviidMx_,2021-01-21T23:51:46.000Z,"¿Alguien sabe por qué les duele a los derefachos, panistas y misoginos acosadores que se diga que #TwitterEsPanista?",,,1,,[],https://twitter.com/DaviidMx_/status/1352403547934003200
César,@iCesarok,2021-01-21T23:51:37.000Z,"Qué onda con esa mamada de #TwitterEsPanista?  Señores chairos y súbditos de la 4t, mejor pongan el ejemplo de como se le debe de exigir a un ""buen gobierno"" en lugar de andar alentando caprichos absurdos.",,,,,[],https://twitter.com/iCesarok/status/1352403507995942915
Xavier,@Xavier45937327,2021-01-21T23:51:30.000Z,"#TwitterEsPanista bendito algo inteligente ya estamos cansados de tanta estupidez verdad 
@lopezobrador_
  que tú pecas de pendejo anciano",,,1,,[],https://twitter.com/Xavier45937327/status/1352403479621468161
#(QyQ),@QuestoyQueLotro,2021-01-21T23:51:22.000Z,"Replying to 
@IFT_MX¿Qué hace el Instituto Federal de Telecomunicaciones 
@IFT_MX
 para evitar los atropellos de 
@TwitterMexico
 @twitter
?
https://twitter.com/QuestoyQueLotro/status/1352391454354673664…

#TwitterEsPanista #TwitterMexico 

cc 
@SEGOB_mx
 @GobiernoMX",,,2,,['https://pbs.twimg.com/profile_images/1039300979068350465/lPg2izLO_normal.jpg'],https://twitter.com/QuestoyQueLotro/status/1352403445316108288
Comenzando la nueva era,@seermaya,2021-01-21T23:51:22.000Z,"el CEO en Mexico fue cercano a Borolas, suspenden cuentas pro4T , son permisivos con twiteros violentos de derecha, es claro que #TwitterEsPanista",,,,,[],https://twitter.com/seermaya/status/1352403444036997127
"Elena Bodoque de Apatzingán, Mich.",@ElenaMendozsaa,2021-01-21T23:50:45.000Z,"Pidamos a 
@TwitterMexico
 que restablezcan las cuentas de
@ReyTuittero
 
@LOVREGA
 
@Miriam_Junne
si saben de alguien más, agréguenlos en un hilo. Seamos uno solo en estos momentos de #CENSURA
CC
@abrahamendieta
@mima571130
@Navegaciones
@luisghernan
#TwitterEsPanista",,2,3,2,[],https://twitter.com/ElenaMendozsaa/status/1352403292337434626
