UserScreenName,UserName,Timestamp,Text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Mildred Ávila Vera,@MildredAvilaVer,2019-01-29T18:51:28.000Z,"Participé de la reunión de análisis a la Reforma al #Artículo19 constitucional en materia de prisión preventiva oficiosa organizada por la Comisión de #IgualdaddeGénero.

Este tipo de ejercicios son necesarios para escuchar todas las voces en busca de un mejor país. 
@Mx_Diputados",,,1,7,"['https://pbs.twimg.com/media/DyGZovtVsAABqZP?format=jpg&name=small', 'https://pbs.twimg.com/media/DyGZovzVYAATZBg?format=jpg&name=360x360', 'https://pbs.twimg.com/media/DyGZovtUUAANVyX?format=jpg&name=360x360']",https://twitter.com/MildredAvilaVer/status/1090321544289619972
Rocío Villarauz,@RocioVillarauz,2019-01-29T17:45:50.000Z,"Interesante análisis sobre prevención preventiva oficiosa #Articulo19 

https://pscp.tv/w/byCINzFQWEVkbUF6THJSUWV8MXlwS2RPTlZyYWR4V7EO66irrXo1SyybMIcXH3WXqBQWBRFMD4U1_zRNU2f0…",,,,2,[],https://twitter.com/RocioVillarauz/status/1090305030224134144
Feminauta,@enmaobrador,2019-01-28T19:48:43.000Z,#Articulo19 nos vemos el 30 en la cámara de diputadas y diputados,♀ 💚 ☮,,,1,['https://pbs.twimg.com/media/DyBdLIXVsAEu79d?format=jpg&name=small'],https://twitter.com/enmaobrador/status/1089973566735609857
Adriana Dávila,@AdrianaDavilaF,2019-01-28T16:36:53.000Z,"Entiendo la necesidad de los ciudadanos de sentirse protegidos frente a tantos delitos. Sin embargo, se sigue con decisiones paliativas que no atienden el fondo de los problemas. 
@diputadospan
 @PitusaGO
 @Tanialuna10
 @MarthaTagle
 @RENACE_ABP #Artículo19El Sol de Tlaxcala
@SoldeTlaxcala
 · Jan 28, 2019
#ElSoldeTlaxcala #Opinión | Por  Adriana Dávila Fernández | Artículo 19, la reforma...https://buff.ly/2sQqNUg",,2,12,19,"['https://pbs.twimg.com/profile_images/961331902782189568/2NhLmpqk_mini.jpg', 'https://pbs.twimg.com/media/DyAbIkJXQAEYgIl?format=jpg&name=small']",https://twitter.com/AdrianaDavilaF/status/1089925290799828992
Yo influyo,@Yoinfluyo,2019-01-18T00:30:00.000Z," | #JusticiaSinPretextos No aprueban #reforma al #Artículo19 constitucional. Leer más 
 http://ow.ly/XNFL30nm3Xa",👉,,,,['https://pbs.twimg.com/media/DxJA1JcV4AE26ga?format=jpg&name=small'],https://twitter.com/Yoinfluyo/status/1086058087222575104
Yo influyo,@Yoinfluyo,2019-01-17T20:22:59.000Z," | #Artículo19 
@senadomexicano
 aprobó una minuta en la que se contemplaban 9 delitos con esta característica de prisión preventiva oficiosa. #Entérate: http://ow.ly/XNFL30nm3Xa",,,,1,['https://pbs.twimg.com/media/DxI7iZGXQAAP5_3?format=jpg&name=small'],https://twitter.com/Yoinfluyo/status/1085995924294389765
Tiempo de Michoacán,@TiempoDeMich,2019-01-16T18:06:33.000Z,Aprobación de la #GuardiaNacional y reformar el #Articulo19 prioridades en la Cámara de Diputados - H. Congreso de la Unión https://facebook.com/tiempodemichoacan/videos/2278217435546044/…,,,,,[],https://twitter.com/TiempoDeMich/status/1085599198999953409
Antonio De Dios,@webadedios,2019-01-16T16:34:34.000Z,"La Comisión de Puntos Constitucionales de la 
@Mx_Diputados
 excluyó al #RoboATransporteDeCarga  de la lista de delitos a los que el Ministerio Público podrá solicitar  prisión preventiva oficiosa, iniciativa contemplada en la reforma al #Artículo19",,,,,[],https://twitter.com/webadedios/status/1085576050497777664
Alejandra Marcial,@PsychoAllie,2019-01-15T17:34:11.000Z,"Hay una gran preocupación en general sobre las reformas al #Artículo19, en este preciso momento, los 
@DiputadosMorena
 acaban de votar en contra de hacer un ejercicio de parlamento abierto como el que se hizo para #GuardiaNacional #PorSiOcupan",,,,,[],https://twitter.com/PsychoAllie/status/1085228667301711872
Lourdes Reyes ®,@reyeslourdes,2019-01-15T03:09:41.000Z,"#SoloPasabaPorAquí ... #Artículo19
-Abuso Sexual (En todos los rubros)Senado de México
@senadomexicano
 · Dec 6, 2018
 Con 91 votos a favor y 18 en contra se aprueba en lo general el dictamen que reforma el artículo 19 constitucional en materia de prisión preventiva oficiosa.
Show this thread",🔴,,5,5,"['https://pbs.twimg.com/profile_images/1035721274717167619/o37MdVSv_mini.jpg', 'https://pbs.twimg.com/media/DtxWrykVAAAoUiE?format=jpg&name=900x900']",https://twitter.com/reyeslourdes/status/1085011107792642048
revistatyt,@revistatyt,2019-01-13T19:00:01.000Z,"#QueNoSeTePase La Comisión de Puntos Constitucionales de la 
@Mx_Diputados
 excluyó al #RoboATransporteDeCarga de la lista de delitos a los que el MP podrá solicitar prisión preventiva oficiosa, iniciativa contemplada en la reforma al #Artículo19
 https://goo.gl/uey8Ej",👉,,2,5,['https://pbs.twimg.com/media/Dwqtdi3VsAAYGgD?format=jpg&name=small'],https://twitter.com/revistatyt/status/1084525490419916800
La Hoguera Mx,@LaHogueraMx,2018-12-12T21:19:42.000Z,"CONTRA LA PRISIÓN PREVENTIVA AUTOMÁTICA. Naciones Unidas 
@ONUDHmexico
 pide al Legislativo que deseche la reforma que extiende el catálogo de delitos con prisión preventiva. https://bit.ly/2QwxIjJ

#Artículo19 #4taTransformación 
@CNDH
 @TMartinDelCampo
 @mexevalua
  @causaencomun",,,,2,['https://pbs.twimg.com/media/DuPuynaUcAAcEZU?format=png&name=small'],https://twitter.com/LaHogueraMx/status/1072964231820181505
Yo influyo,@Yoinfluyo,2018-12-12T14:01:40.000Z," | ¿Qué sucedió con la #reforma aprobada por el Senado al #Artículo19 constitucional? 
@Mzavalagc
 nos explica: http://ow.ly/rqNX30mWHMv",📝,,,1,['https://pbs.twimg.com/media/DuOLBh4W4AA3tgy?format=jpg&name=small'],https://twitter.com/Yoinfluyo/status/1072853997151752192
unomásuno,@unomasunomx,2018-12-12T00:18:46.000Z,"Zavala pide no aprobar la reforma al artículo 19
@DIARIOUNOMASUNO
 @unomasunomx
 @Mx_Diputados
 @Mzavalagc
 
#México #unomasuno #unomasunomx #periódico #noticias #nacional #cámaradediputados #margaritazavala #pide #noaprobar #reforma #artículo19 #LeyTaibo
http://bit.ly/ZavalaReformaArt%C3%ADculo19…",,,,,['https://pbs.twimg.com/media/DuLOkxiW0AE9gb7?format=jpg&name=small'],https://twitter.com/unomasunomx/status/1072646908357824512
Yo influyo,@Yoinfluyo,2018-12-11T23:30:11.000Z," | ¿Qué sucedió con la #reforma aprobada por el Senado al #Artículo19 constitucional? 
@Mzavalagc
 nos explica: http://ow.ly/rqNX30mWHMv",📝,,,,['https://pbs.twimg.com/media/DuLDjwOW0AI3uR3?format=jpg&name=small'],https://twitter.com/Yoinfluyo/status/1072634682636943360
Rolando Guevara M,@RolandoGuevaraM,2018-12-10T20:15:06.000Z,Recordando el 70 aniversario del #Articulo19 de la #DUDH con el antecedente del diplomático francés Jean D'Arcy quien contribuyó a su contenido #DiaDeLosDerechosHumanos,,,,,[],https://twitter.com/RolandoGuevaraM/status/1072223199042129922
quadratintlax@gmail.com,quadratintlax@gmail.com,2018-08-17T20:05:13.000Z,"#Prisiónpreventiva en #portacióndearma y #robodehidrocarburo: #Congreso 
#Congresotlaxcalteca se #adhiere a petición para #reforma al párrafo segundo del #Artículo19 #Constitucion
https://goo.gl/b4RVKa",,,,,['https://pbs.twimg.com/media/Dk08NgGUUAAbZv6?format=jpg&name=small'],https://twitter.com/QuadratinTlax/status/1030546109632929794
Monica Garza,@monicagarzag,2018-07-25T12:40:34.000Z,"Hoy en #EsdeMañana analizaremos el aumento de feminicidios de menores en Mexico.Este año van 46.También platicaremos con la que será titular de la nueva Secretaria de la Mujer en la CDMX, Gabriela Rodríguez y con Ana Cristina Ruelas, Dir. de #Articulo19. 8am 
@adn40mx
 Los espero!",,,10,28,[],https://twitter.com/monicagarzag/status/1022099287084347392
